NAME,club_name,league_name,x,value_eur,RATIING,potential,wage_eur,age,dob,height_cm,weight_kg,club_position
Martín,Villarreal CF,Spain Primera Division,,1700000,65,77,3000,21,1999-08-04,190,78,RES
Sergio Moreno,Rayo Vallecano,Spain Primera Division,,1600000,65,76,5000,22,1999-01-01,178,75,RES
M. Capasso,Newell's Old Boys,Argentina Primera División,,1300000,65,72,4000,25,1996-04-19,188,87,SUB
I. Ramírez,Club Libertad,Paraguayan Primera División,,900000,65,69,500,26,1994-12-08,177,70,SUB
P. Mićin,Udinese Calcio,Italian Serie A,,1600000,65,73,4000,22,1998-09-29,189,71,SUB
C. Gomes,Barnsley,English League Championship,,1600000,65,78,7000,20,2000-07-23,180,70,SUB
J. López,Racing Club,Argentina Primera División,,1600000,65,74,4000,21,2000-01-08,182,72,RES
W. Pérez,Club Atlético Huracán,Argentina Primera División,,1400000,65,72,3000,22,1998-10-23,175,76,SUB
N. Alioui,Le Havre AC,French Ligue 2,,1600000,65,74,2000,22,1999-02-18,175,64,SUB
Kim Ji Hyun,Ulsan Hyundai FC,Korean K League 1,,1000000,65,69,3000,24,1996-07-22,184,80,SUB
A. Vogliacco,Benevento,Italian Serie B,,1500000,65,75,4000,22,1998-09-14,186,78,SUB
G. Rutter,TSG Hoffenheim,German 1. Bundesliga,,1700000,65,80,5000,19,2002-04-20,182,83,SUB
J. Murray,Jamshedpur FC,Indian Super League,,1100000,65,70,650,25,1995-10-02,184,80,SUB
Á. Barreal,FC Cincinnati,USA Major League Soccer,,1600000,65,74,2000,20,2000-08-17,172,66,RM
A. Groiß,1. FC Saarbrücken,German 3. Bundesliga,,1000000,65,70,1000,23,1998-07-01,189,86,SUB
Itaitinga,FC Sion,Swiss Super League,,1600000,65,75,6000,22,1998-10-04,181,84,SUB
D. Drăguș,Standard de Liège,Belgian Jupiler Pro League,,1600000,65,74,4000,21,1999-07-06,185,79,SUB
S. Bajic,AS Saint-Étienne,French Ligue 1,,1500000,65,79,2000,19,2001-12-23,191,84,SUB
J. Becerra,SD Ponferradina,Spanish Segunda División,,1600000,65,74,5000,23,1998-02-23,182,72,SUB
J. King,Sydney FC,Australian Hyundai A-League,,1600000,65,77,2000,20,2000-10-30,180,78,LB
A. Perea,Orlando City Soccer Club,USA Major League Soccer,,1800000,65,82,1000,20,2000-11-14,183,72,SUB
N. Djouahra,Real Sociedad B,Spanish Segunda División,,1800000,65,78,2000,21,1999-11-23,171,67,RM
L. Ihorst,Eintracht Braunschweig,German 3. Bundesliga,,1600000,65,74,3000,21,2000-03-07,188,81,SUB
M. Ignatov,Spartak Moskva,Russian Premier League,,1800000,65,78,9000,21,2000-05-04,187,79,SUB
M. Phaëton,En Avant de Guingamp,French Ligue 2,,1600000,65,73,2000,21,2000-01-08,185,75,LM
E. Reijnders,PEC Zwolle,Holland Eredivisie,,1700000,65,78,2000,20,2000-10-23,170,60,LW
Richardson,Kashiwa Reysol,Japanese J. League Division 1,,600000,65,65,3000,29,1991-08-17,174,74,SUB
C. Huerta,Club Deportivo Guadalajara,Mexican Liga MX,,1600000,65,76,9000,20,2000-12-03,171,67,SUB
T. Ishihara,Vegalta Sendai,Japanese J. League Division 1,,650000,65,65,2000,28,1992-12-17,172,67,LB
T. Shichi,Avispa Fukuoka,Japanese J. League Division 1,,700000,65,65,1000,27,1993-12-27,177,70,LB
C. Áñez,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,,775000,65,66,500,25,1995-07-06,174,65,RM
N. Fadiga,Heracles Almelo,Holland Eredivisie,,1500000,65,76,2000,21,1999-12-03,187,78,RB
J. Björkengren,Lecce,Italian Serie B,,1500000,65,74,1000,22,1998-12-09,182,78,SUB
F. Almada,Rosario Central,Argentina Primera División,,1500000,65,73,4000,22,1998-07-10,180,72,RCB
O. Sahraoui,Vålerenga Fotball,Norwegian Eliteserien,,1700000,65,80,1000,20,2001-06-11,164,53,LCM
D. Ciobotariu,CFR Cluj,Romanian Liga I,,1500000,65,73,4000,23,1998-06-10,184,79,RCB
L. Agoumé,Stade Brestois 29,French Ligue 1,,1700000,65,79,11000,19,2002-02-09,185,72,SUB
A. Ibayashi,Shimizu S-Pulse,Japanese J. League Division 1,,575000,65,65,1000,30,1990-09-05,179,70,SUB
K. Hoever,Wolverhampton Wanderers,English Premier League,,1600000,65,80,8000,19,2002-01-18,183,72,SUB
Rúben Macedo,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,,950000,65,68,3000,25,1996-03-09,170,66,RES
T. Suzuki,FC Lausanne-Sport,Swiss Super League,,1500000,65,74,3000,21,2000-05-30,165,60,LB
A. Obando,Boca Juniors,Argentina Primera División,,1800000,65,78,3000,21,2000-03-11,175,71,RES
A. Keita,Columbus Crew,USA Major League Soccer,,1700000,65,77,1000,21,2000-04-06,189,82,SUB
J. Maroof,Al Ain FC,UAE Arabian Gulf League,,700000,65,65,500,29,1991-11-23,175,72,RES
D. Sikan,Shakhtar Donetsk,Ukrainian Premier League,,1700000,65,80,500,20,2001-04-16,185,71,RES
Júnior Brumado,FC Midtjylland,Danish Superliga,,1600000,65,74,7000,22,1999-05-15,190,88,ST
Y. Higuchi,Sagan Tosu,Japanese J. League Division 1,,1000000,65,69,1000,24,1996-10-30,168,65,RCM
J. Piroe,Swansea City,English League Championship,,1600000,65,74,6000,21,1999-08-02,185,74,LS
S. Higashi,Sanfrecce Hiroshima,Japanese J. League Division 1,,1500000,65,73,2000,20,2000-07-28,180,69,SUB
J. Larsson,Örebro SK,Swedish Allsvenskan,,1500000,65,72,1000,22,1999-01-09,179,72,SUB
M. Bogusz,UD Ibiza,Spanish Segunda División,,1800000,65,81,10000,19,2001-08-22,175,69,CAM
Altube,CF Fuenlabrada,Spanish Segunda División,,1500000,65,79,13000,21,2000-02-22,188,87,GK
Maguinho,Yokohama FC,Japanese J. League Division 1,,625000,65,65,3000,29,1992-01-06,175,68,RM
E. Cerrillo,FC Dallas,USA Major League Soccer,,1600000,65,80,1000,20,2000-10-03,178,82,RDM
F. Mambimbi,BSC Young Boys,Swiss Super League,,1700000,65,80,4000,20,2001-01-18,171,64,SUB
F. Amaya,New York Red Bulls,USA Major League Soccer,,1600000,65,74,2000,20,2000-09-26,165,66,SUB
R. Williams,Swansea City,English League Championship,,1800000,65,81,13000,20,2001-02-03,195,76,SUB
T. Raschl,Borussia Dortmund,German 1. Bundesliga,,1600000,65,75,9000,21,2000-02-21,177,75,RES
I. Gomis,Amiens SC,French Ligue 2,,1600000,65,76,1000,21,1999-11-09,175,66,SUB
S. Torres,Club The Strongest,Liga de Fútbol Profesional Boliviano,,525000,65,65,500,31,1990-03-22,180,68,RWB
I. Balaur,CS Mioveni,Romanian Liga I,,475000,65,65,2000,32,1989-06-06,188,83,RCB
A. Răuță,FC Dinamo 1948 Bucureşti,Romanian Liga I,,600000,65,65,2000,29,1992-06-17,177,74,CDM
M. Căpățînă,Universitatea Craiova,Romanian Liga I,,950000,65,68,4000,25,1995-12-16,177,75,SUB
I. Larie,FC Farul Constanța,Romanian Liga I,,230000,65,65,3000,34,1987-01-16,191,86,RCB
C. Căbuz,AFC Chindia Târgoviște,Romanian Liga I,,875000,65,71,2000,25,1996-06-18,187,79,SUB
E. Pap,FC Botoşani,Romanian Liga I,,650000,65,67,2000,27,1994-07-01,182,82,GK
A. Patache,FC Botoşani,Romanian Liga I,,375000,65,65,3000,33,1987-10-29,174,74,SUB
L. Filip,FC Academica Clinceni,Romanian Liga I,,600000,65,65,2000,30,1990-09-25,184,81,SUB
R. Grădinaru,Gaz Metan Mediaş,Romanian Liga I,,850000,65,66,3000,25,1995-08-23,180,77,RM
A. Rus,,,,,65,72,,25,1996-03-18,183,76,
M. Briceag,FC Voluntari,Romanian Liga I,,625000,65,65,2000,29,1992-04-06,174,79,LB
D. Rusu,Universitatea Craiova,Romanian Liga I,,475000,65,65,3000,30,1990-08-02,181,76,SUB
C. Belu-Iordache,Rapid București,Romanian Liga I,,700000,65,65,2000,27,1993-11-07,185,78,RB
N. Roșu,FC Voluntari,Romanian Liga I,,750000,65,65,2000,27,1993-07-05,175,68,SUB
I. Vînă,Universitatea Craiova,Romanian Liga I,,875000,65,67,4000,26,1995-02-20,180,73,LCM
I. Gaponov,Spartak Moskva,Russian Premier League,,1500000,65,74,10000,23,1997-10-25,185,75,RES
T. Pedersen,FK Haugesund,Norwegian Eliteserien,,1000000,65,70,1000,24,1996-08-11,184,70,RB
I. Atanga,FC Cincinnati,USA Major League Soccer,,1600000,65,73,2000,21,2000-06-14,173,65,SUB
D. Hanslik,1. FC Kaiserslautern,German 3. Bundesliga,,925000,65,67,1000,24,1996-10-06,186,81,LM
N. Bannis,Feyenoord,Holland Eredivisie,,1700000,65,77,2000,19,2002-03-11,184,74,SUB
C. Itu,FC Dinamo 1948 Bucureşti,Romanian Liga I,,1800000,65,77,3000,21,1999-10-26,182,70,RCM
C. Conteh,SV Sandhausen,German 2. Bundesliga,,1600000,65,76,2000,21,1999-08-27,182,72,SUB
R. Takao,Gamba Osaka,Japanese J. League Division 1,,950000,65,69,3000,24,1996-11-09,181,67,SUB
S. Mustafá,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,,375000,65,65,500,31,1989-11-26,187,75,GK
H. Leaños,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,,525000,65,65,500,31,1990-06-19,175,66,LB
Berto Cayarga,FC Cartagena,Spanish Segunda División,,1100000,65,71,2000,24,1996-09-17,170,63,LM
L. Duarte,FC Groningen,Holland Eredivisie,,1100000,65,70,3000,24,1997-02-28,180,67,LDM
L. Bessilé,Royal Charleroi S.C.,Belgian Jupiler Pro League,,1500000,65,74,3000,22,1999-02-19,183,82,SUB
N. Ouammou,Rodez Aveyron Football,French Ligue 2,,650000,65,65,2000,28,1993-04-27,181,73,SUB
C. Dinu,AFC Chindia Târgoviște,Romanian Liga I,,500000,65,65,2000,32,1989-06-09,175,70,LB
M. Dobrescu,Gaz Metan Mediaş,Romanian Liga I,,650000,65,65,3000,28,1992-09-12,176,72,RES
A. Șut,FCSB (Steaua),Romanian Liga I,,1400000,65,72,4000,22,1999-04-30,186,77,SUB
F. Achim,FC Academica Clinceni,Romanian Liga I,,625000,65,65,2000,29,1991-07-16,178,70,RB
T. Somers,KSV Cercle Brugge,Belgian Jupiler Pro League,,1500000,65,72,3000,22,1999-03-16,178,77,SUB
E. Simms,Everton,English Premier League,,1700000,65,78,14000,20,2001-01-05,183,73,RES
R. Pepi,FC Dallas,USA Major League Soccer,,1700000,65,80,1000,18,2003-01-09,185,77,ST
S. Köhler,VfL Osnabrück,German 3. Bundesliga,,1000000,65,69,1000,24,1996-11-08,185,72,RCM
J. Medić,FC St. Pauli,German 2. Bundesliga,,1000000,65,70,4000,22,1998-09-07,193,91,LCB
T. Keller,FC Ingolstadt 04,German 2. Bundesliga,,1500000,65,75,3000,21,1999-08-05,186,80,LCB
De Erjiaduo,Shandong Taishan,Chinese Super League,,1100000,65,70,4000,24,1997-04-07,188,77,SUB
M. Jarjué,IF Elfsborg,Swedish Allsvenskan,,1000000,65,71,4000,23,1997-09-30,188,88,LCB
N. Vallys,Silkeborg IF,Danish Superliga,,925000,65,67,3000,24,1996-09-04,189,82,LM
L. Kambole,Kaizer Chiefs,South African Premier Division,,825000,65,66,500,27,1994-01-20,186,80,SUB
E. Mihaj,PAOK,Greek Super League,,1300000,65,72,500,22,1998-07-05,186,78,RES
S. Voet,PEC Zwolle,Holland Eredivisie,,1500000,65,73,2000,21,2000-02-03,191,77,LCB
Nené,Santa Clara,Portuguese Liga ZON SAGRES,,925000,65,68,2000,26,1995-06-10,187,79,RCM
O. Diakité,FC St. Gallen 1879,Swiss Super League,,1500000,65,76,5000,20,2000-07-25,187,87,CDM
L. Daneels,RKC Waalwijk,Holland Eredivisie,,1400000,65,72,2000,23,1998-04-10,172,74,SUB
D. Huiberts,PEC Zwolle,Holland Eredivisie,,1800000,65,77,2000,21,2000-05-04,179,65,LCM
C. Boli,Racing Club de Lens,French Ligue 1,,1100000,65,71,6000,22,1998-08-30,175,65,SUB
M. Skóraś,Lech Poznań,Polish T-Mobile Ekstraklasa,,1800000,65,78,2000,21,2000-02-15,172,64,RM
A. Țigănașu,FC Botoşani,Romanian Liga I,,525000,65,65,3000,31,1990-06-12,179,74,LB
Rui Pires,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,,1400000,65,72,4000,23,1998-03-22,184,71,SUB
D. Fernández,Vélez Sarsfield,Argentina Primera División,,1500000,65,76,3000,20,2001-01-02,180,74,SUB
S. Elia,Benevento,Italian Serie B,,1600000,65,74,5000,22,1999-06-30,183,70,SUB
G. Cîmpanu,Universitatea Craiova,Romanian Liga I,,1700000,65,79,3000,20,2000-10-08,178,67,SUB
M. Velisar,Gaz Metan Mediaş,Romanian Liga I,,975000,65,69,2000,22,1998-08-30,178,77,LB
Ș. Baiaram,Universitatea Craiova,Romanian Liga I,,1700000,65,80,2000,18,2002-12-31,185,70,LW
A. Stahl,Rapid București,Romanian Liga I,,1500000,65,72,2000,22,1999-01-11,180,69,SUB
H. Mbock,Stade Brestois 29,French Ligue 1,,1600000,65,75,4000,21,1999-12-28,186,82,RDM
I. Reyes,Puebla FC,Mexican Liga MX,,1700000,65,78,2000,21,2000-05-23,179,75,RCB
B. Fazliji,FC St. Gallen 1879,Swiss Super League,,1500000,65,73,2000,22,1999-04-25,186,79,LCB
F. Bilbija,FC Ingolstadt 04,German 2. Bundesliga,,1800000,65,77,4000,21,2000-04-24,189,78,LM
H. Vandermersch,Stade Malherbe Caen,French Ligue 2,,1500000,65,74,1000,22,1999-05-05,180,72,SUB
A. Lagos,Atlético Tucumán,Argentina Primera División,,1600000,65,80,2000,19,2001-10-09,184,77,SUB
Ismael,Málaga CF,Spanish Segunda División,,1700000,65,78,2000,20,2000-08-07,176,74,RES
J. Sanabria,Club Atlético de San Luis,Mexican Liga MX,,1800000,65,79,3000,21,2000-03-29,173,68,SUB
F. Michel,Grenoble Foot 38,French Ligue 2,,700000,65,65,2000,29,1992-03-25,172,63,SUB
K. Watanabe,Yokohama F. Marinos,Japanese J. League Division 1,,1100000,65,71,3000,22,1998-10-18,165,61,SUB
M. Burch,FC Luzern,Swiss Super League,,1600000,65,80,3000,20,2000-10-19,182,74,RCB
A. Terzić,Fiorentina,Italian Serie A,,1500000,65,76,8000,21,1999-08-17,184,70,RES
T. Çetin,Çaykur Rizespor,Turkish Süper Lig,,925000,65,71,2000,24,1997-01-08,193,86,SUB
S. Dikmen,İttifak Holding Konyaspor,Turkish Süper Lig,,725000,65,66,4000,27,1993-09-01,179,75,RDM
L. Flach,Philadelphia Union,USA Major League Soccer,,1600000,65,76,2000,20,2001-02-28,181,75,LCM
E. Demir,Yukatel Kayserispor,Turkish Süper Lig,,1600000,65,79,500,17,2004-01-15,175,66,SUB
R. Postema,FC Groningen,Holland Eredivisie,,1700000,65,79,2000,19,2002-02-07,175,75,SUB
Borja Sainz,Real Zaragoza,Spanish Segunda División,,1700000,65,78,5000,20,2001-02-01,178,75,RES
G. Zappa,Cagliari,Italian Serie A,,1700000,65,77,5000,21,1999-12-22,183,78,SUB
D. Bernard,Hull City,English League Championship,,1600000,65,80,14000,20,2000-10-14,189,81,RCB
M. Kikonda,USL Dunkerque,French Ligue 2,,1300000,65,72,2000,25,1996-04-20,175,76,SUB
M. Lukov,Al Tai,Saudi Abdul L. Jameel League,,600000,65,66,4000,27,1993-07-05,188,83,GK
G. Pashov,FC Academica Clinceni,Romanian Liga I,,525000,65,65,2000,31,1990-03-04,184,74,SUB
Tiago Alves,Piast Gliwice,Polish T-Mobile Ekstraklasa,,1000000,65,70,2000,25,1996-06-19,176,72,CAM
G. Comas,Unión de Santa Fe,Argentina Primera División,,1400000,65,72,3000,23,1998-06-13,174,70,SUB
G. Florentín,Argentinos Juniors,Argentina Primera División,,1600000,65,73,3000,22,1999-03-13,173,70,CAM
R. Abascal,Boavista FC,Portuguese Liga ZON SAGRES,,750000,65,67,4000,27,1994-01-14,187,87,LCB
T. Vecino,Club Nacional de Football,Uruguayan Primera División,,1600000,65,75,500,22,1999-02-25,183,78,SUB
R. Garcés,Club Social y Deportivo Macará,Ecuadorian Serie A,,675000,65,65,500,27,1993-07-06,172,72,RCM
A. Landázuri,Independiente del Valle,Ecuadorian Serie A,,1400000,65,72,500,24,1997-04-19,178,73,RM
G. Simeone,Atlético de Madrid,Spain Primera Division,,1800000,65,81,5000,18,2002-12-18,184,72,RES
S. Greenwood,Leeds United,English Premier League,,1900000,65,82,11000,19,2002-01-26,180,75,SUB
G. Links,Aarhus GF,Danish Superliga,,1600000,65,74,4000,22,1998-10-02,170,60,SUB
E. Kahl,Aarhus GF,Danish Superliga,,1600000,65,77,2000,19,2001-09-27,178,69,LWB
L. Pavia,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,,1000000,65,69,500,22,1999-06-13,170,60,SUB
D. Morales,Sport Huancayo,Peruvian Primera División,,700000,65,65,500,29,1992-04-28,175,70,SUB
L. Demiquel,Club The Strongest,Liga de Fútbol Profesional Boliviano,,1500000,65,75,500,21,2000-01-15,185,75,SUB
L. Campana,Grasshopper Club Zürich,Swiss Super League,,1600000,65,74,14000,21,2000-06-24,187,76,ST
V. Balta,Sport Huancayo,Peruvian Primera División,,190000,65,65,500,35,1986-01-03,186,75,RCB
A. Rojas,Sport Huancayo,Peruvian Primera División,,600000,65,65,500,30,1991-05-01,173,75,RES
L. Villar,Sport Huancayo,Peruvian Primera División,,1700000,65,79,500,21,2000-03-18,182,81,RCM
D. Sarmiento,Girona FC,Spanish Segunda División,,1800000,65,83,1000,18,2003-03-29,167,60,RM
G. Barreto,Club Universitario de Deportes,Peruvian Primera División,,950000,65,68,500,25,1995-08-18,175,75,CM
E. Gularte,Puebla FC,Mexican Liga MX,,1300000,65,72,2000,23,1997-09-30,189,83,SUB
G. Schiavone,Metropolitanos de Caracas FC,Venezuelan Primera División,,600000,65,67,500,28,1993-02-11,184,70,GK
Y. Yustiz,Aragua Fútbol Club,Venezuelan Primera División,,600000,65,67,500,29,1992-01-27,185,75,GK
R. Bentancur,Cerro Largo Fútbol Club,Uruguayan Primera División,,350000,65,65,500,32,1989-02-28,184,78,GK
R. Rodríguez,Metropolitanos de Caracas FC,Venezuelan Primera División,,160000,65,65,500,37,1984-03-25,173,67,RES
J. Yégüez,Aragua Fútbol Club,Venezuelan Primera División,,375000,65,65,500,33,1987-09-16,176,70,SUB
E. González,Club Atlético Rentistas,Uruguayan Primera División,,625000,65,65,500,30,1991-01-26,179,72,SUB
N. Cabanillas,Club Universitario de Deportes,Peruvian Primera División,,1400000,65,72,500,20,2000-08-02,170,66,SUB
L. Martell,Metropolitanos de Caracas FC,Venezuelan Primera División,,850000,65,66,500,26,1994-07-08,181,77,LM
M. Bustillo,Metropolitanos de Caracas FC,Venezuelan Primera División,,1100000,65,70,500,25,1996-01-08,191,85,ST
J. Nardoni,Unión de Santa Fe,Argentina Primera División,,1500000,65,75,1000,18,2002-07-14,169,59,SUB
R. Baturina,Lech Poznań,Polish T-Mobile Ekstraklasa,,1800000,65,77,500,21,2000-06-20,187,84,RES
J. Roca,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,,1200000,65,72,500,22,1999-05-04,187,80,GK
Arambarri,Real Sociedad B,Spanish Segunda División,,1500000,65,74,2000,23,1998-01-31,186,76,LCB
M. Mejía,CS Emelec,Ecuadorian Serie A,,775000,65,67,500,26,1994-09-21,178,74,RES
A. Deneumostier,FBC Melgar,Peruvian Primera División,,1500000,65,74,500,22,1999-05-05,186,80,SUB
P. Reyna,FBC Melgar,Peruvian Primera División,,1500000,65,74,500,19,2001-10-13,180,70,LB
C. Vásquez,Universidad Técnica de Cajamarca,Peruvian Primera División,,1500000,65,74,500,21,1999-10-15,177,71,RB
D. Cleonise,FC Twente,Holland Eredivisie,,1500000,65,75,2000,19,2001-12-08,177,70,SUB
N. Ogbeta,Shrewsbury Town,English League One,,1500000,65,76,2000,20,2001-04-28,191,84,SUB
P. Goyoneche,Universidad Técnica de Cajamarca,Peruvian Primera División,,725000,65,66,500,27,1993-08-04,179,83,LDM
O. Añez,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,,625000,65,65,500,30,1990-07-23,172,66,RB
M. Enoumba,Club Always Ready,Liga de Fútbol Profesional Boliviano,,625000,65,65,500,28,1993-03-04,183,81,SUB
K. Romay,Club Always Ready,Liga de Fútbol Profesional Boliviano,,750000,65,65,500,27,1994-04-17,172,70,SUB
J. Indacoechea,Club Atlético Aldosivi,Argentina Primera División,,1500000,65,75,2000,20,2000-09-08,172,71,SUB
Sotillos,CF Fuenlabrada,Spanish Segunda División,,1300000,65,72,2000,23,1998-01-28,180,72,LB
L. Terán,Academia Puerto Cabello,Venezuelan Primera División,,650000,65,67,500,27,1993-08-14,175,75,SUB
L. Urruti,Club Universitario de Deportes,Peruvian Primera División,,725000,65,65,500,28,1992-09-11,177,64,SUB
E. Orzusa,Club Olimpia,Paraguayan Primera División,,575000,65,65,500,31,1990-06-22,173,73,RES
E. Zaracho,Club Nacional,Paraguayan Primera División,,575000,65,65,500,31,1989-11-25,179,75,LCM
C. Nuñez,Club Nacional,Paraguayan Primera División,,1300000,65,72,500,25,1995-11-19,180,78,RCB
C. Montiel,Club River Plate Asunción,Paraguayan Primera División,,750000,65,66,500,27,1994-02-09,178,74,SUB
G. Giménez,Club River Plate Asunción,Paraguayan Primera División,,250000,65,65,500,34,1987-06-19,175,76,RCB
D. Tono,Kawasaki Frontale,Japanese J. League Division 1,,1600000,65,73,3000,22,1999-03-01,165,66,SUB
Y. Uchida,Sagan Tosu,Japanese J. League Division 1,,850000,65,68,1000,26,1995-04-29,171,62,SUB
R. Kikuchi,Vissel Kobe,Japanese J. League Division 1,,975000,65,70,2000,24,1996-12-09,188,80,RCB
E. Otieno,AIK,Swedish Allsvenskan,,1000000,65,70,2000,24,1996-09-27,168,70,LB
K. Sento,Sagan Tosu,Japanese J. League Division 1,,825000,65,66,1000,26,1994-12-29,170,62,LCM
A. Souper,CD Antofagasta,Chilian Campeonato Nacional,,1600000,65,76,1000,22,1999-05-06,173,68,SUB
L. Ríos,Club Atlético Banfield,Argentina Primera División,,1700000,65,77,3000,20,2000-10-09,180,74,SUB
D. Pérez,Club River Plate Asunción,Paraguayan Primera División,,350000,65,65,500,34,1986-08-13,180,88,SUB
J. Escobar,Independiente del Valle,Ecuadorian Serie A,,1100000,65,71,500,24,1996-10-24,180,70,SUB
M. Tenho,HJK Helsinki,Finnish Veikkausliiga,,825000,65,68,500,26,1995-04-02,190,82,SUB
M. Rivera,AS Saint-Étienne,French Ligue 1,,1700000,65,77,5000,19,2002-05-30,168,61,SUB
R. Königsdörffer,SG Dynamo Dresden,German 2. Bundesliga,,1700000,65,79,2000,19,2001-09-13,182,76,RS
P. Adorno,Club Cerro Porteño,Paraguayan Primera División,,1000000,65,71,500,25,1996-02-06,184,80,SUB
Pablo Gozálbez,Valencia CF,Spain Primera Division,,1700000,65,79,6000,20,2001-04-30,170,65,RES
A. Slimane,Brøndby IF,Danish Superliga,,1600000,65,75,3000,20,2001-03-16,188,80,SUB
V. Guzmán,Club Tijuana,Mexican Liga MX,,1700000,65,81,3000,19,2002-03-07,181,75,LCB
A. Colassin,RSC Anderlecht,Belgian Jupiler Pro League,,1600000,65,76,5000,20,2001-02-26,188,82,SUB
M. Pineda,Chicago Fire Football Club,USA Major League Soccer,,1500000,65,74,2000,23,1997-10-17,185,78,CB
L. Owusu,Vancouver Whitecaps FC,USA Major League Soccer,,1000000,65,70,2000,24,1997-06-01,181,73,SUB
R. van der Venne,RKC Waalwijk,Holland Eredivisie,,700000,65,65,2000,29,1992-05-16,173,71,CAM
Javi Castro,RC Celta de Vigo,Spain Primera Division,,1600000,65,77,2000,20,2000-09-13,183,75,RES
K. Salvatierra,Club Bolívar,Liga de Fútbol Profesional Boliviano,,1700000,65,80,500,19,2001-08-05,175,72,SUB
R. Fili,FC Botoşani,Romanian Liga I,,850000,65,66,3000,25,1996-05-14,175,69,LW
Vitor Carvalho,Gil Vicente FC,Portuguese Liga ZON SAGRES,,1100000,65,70,2000,24,1997-05-27,183,73,CDM
K. Nakayama,Shimizu S-Pulse,Japanese J. League Division 1,,975000,65,68,1000,24,1996-07-17,177,65,RM
K. Saito,Yokohama FC,Japanese J. League Division 1,,1100000,65,70,1000,24,1997-06-16,170,61,RES
